entered_mK2,exited_mK2,density_change_mK2,other_response_change_mK2,entered_modes,exited_modes,interpolation_groups_changed,parallel_floor_changed,redshift_weight_change_mK2,telescope,z_before,z_after,variance_before,variance_after,relative_change,abs_log_ratio
0.0010593862323620754,0.0,-0.0021293622872955616,0.010206777690336311,224308.86138676808,0.0,2932.274223721398,0.0,-2.724726561289119e-07,ska_mid1_interferom,0.7349805726501474,0.7449802745811362,0.23479963346719118,0.2439361626299379,0.03891202480954199,0.03817403558655378
0.0010375562258605482,0.0,-0.0022074602390204055,0.010488080290041954,212560.86066722477,0.0,2934.9562147000606,0.0,-2.6725164323097825e-07,ska_mid1_interferom,0.7449802745811362,0.7549799850419799,0.2439361626299379,0.25325407165517677,0.0381981454687986,0.03748665811465384
0.0010762851005030518,0.0,-0.002296159618439069,0.010771483523671098,213656.22827122992,0.0,3146.8995300531715,0.0,-2.6799491228382717e-07,ska_mid1_interferom,0.7549799850419799,0.7649797037040454,0.25325407165517677,0.26280541266599955,0.03771446179877258,0.037020661928605
0.001045959248469073,0.0,-0.0023889610553581393,0.011059162074531347,201416.32128616358,0.0,3045.815881492005,0.0,-2.6546238046322596e-07,ska_mid1_interferom,0.7649797037040454,0.7749794302554139,0.26280541266599955,0.27252130747126135,0.03696991894763512,0.036302921061599186
0.0028730353166380434,0.0,-0.0024871481106952423,0.011348147994884848,570785.0084284386,0.0,2940.9640051550105,0.9999999999999999,-2.6231228083199015e-07,ska_mid1_interferom,0.7749794302554139,0.7849791643995323,0.27252130747126135,0.2842550803598082,0.04305635033614465,0.04215520172714453
0.001047419703433548,0.0,-0.0026010464584785087,0.011714800243163277,189452.60707180732,0.0,3144.273690518849,0.0,-2.6203210196454826e-07,ska_mid1_interferom,0.7849791643995323,0.7949789058543857,0.2842550803598082,0.29441599181582456,0.03574575146785335,0.03512170007736775
0.000978542210919739,0.0,-0.0026859608952188255,0.012010347090762881,171676.00623306306,0.0,3125.8814950143556,0.0,-2.5846355758122976e-07,ska_mid1_interferom,0.7949789058543857,0.8049786543517098,0.29441599181582456,0.30471866175873075,0.03499358129075795,0.03439522504666055
0.0009975047311814738,0.0,-0.002759435370250125,0.012306195118609406,170122.56685605197,0.0,3001.801887620628,0.0,-2.580789649825731e-07,ska_mid1_interferom,0.8049786543517098,0.8149784096358794,0.30471866175873075,0.31526266815930654,0.03460243077899933,0.03401722807127518
0.0009434242068308002,0.0,-0.00282625455844722,0.012606365985950852,156331.95073555334,0.0,3096.8966178525434,0.0,-2.5404656801813664e-07,ska_mid1_interferom,0.8149784096358794,0.8249781714634683,0.31526266815930654,0.32598594974707296,0.034013800778808986,0.03344812297860715
0.0010155987103252497,0.0,-0.0028708468380764358,0.012908311653209246,163344.0,0.0,3194.3444811917275,0.0,-2.482682881320075e-07,ska_mid1_interferom,0.8249781714634683,0.8349779396023108,0.32598594974707296,0.3370387650042429,0.03390580258365626,0.033343671920572596
