telescope,z,z_low,z_high,variance_mK2,mode_count,k_min_min,k_min_max,first_node_peak_kperp,first_node_peak_density,first_node_peak_group_fraction
ska_mid1_interferom,1.1849725623019067,1.179967619047619,1.1899676190476192,0.9188378754974642,67955948.79530686,0.053078597947097954,0.0533615851914334,0.2355275694930816,0.002477251485694765,0.0003652421045378785
ska_mid1_interferom,1.1949724624915468,1.1899676190476192,1.199967619047619,0.9423870265348606,68003531.05289626,0.05245065194047848,0.05292705274718001,0.2355275694930816,0.0024566397619286756,0.00036993112893038963
ska_mid1_interferom,1.204972364733159,1.199967619047619,1.209967619047619,0.9664290147735601,68052089.6278548,0.05198920028621835,0.05227808489714843,0.2355275694930816,0.0024352547321173875,0.00037467669918582426
ska_mid1_interferom,1.2149722689738969,1.209967619047619,1.219967619047619,0.9906722073804766,68083456.30111094,0.05152361598160433,0.051737528875752434,0.2355275694930816,0.0024130894851064127,0.00037976322306583536
ska_mid1_interferom,1.2249721751626317,1.219967619047619,1.229967619047619,1.0156495401955983,68135072.76391137,0.05089621217450511,0.051210874907250285,0.2355275694930816,0.002410350002677461,0.000381768775996747
ska_mid1_interferom,1.2349720832498203,1.229967619047619,1.239967619047619,1.0407757302574172,68170481.39001405,0.05048024082702198,0.05071835649194957,0.2355275694930816,0.0024111676413652986,0.0003832695416155866
ska_mid1_interferom,1.244971993187495,1.239967619047619,1.249967619047619,1.066416315138091,68211980.86772406,0.04994032968003772,0.05016099499511887,0.2355275694930816,0.002411668260353685,0.0003848790127951158
ska_mid1_interferom,1.2549719049292063,1.249967619047619,1.259967619047619,1.0924986498400497,68252463.5323571,0.04945546062842974,0.049698486468508385,0.2355275694930816,0.002411848661036903,0.0003865339333457764
ska_mid1_interferom,1.2649718184299303,1.259967619047619,1.269967619047619,1.1190140112288005,68289899.77732168,0.04894528130932142,0.049211234638848654,0.2355275694930816,0.002416620376337082,0.00038742662898834813
ska_mid1_interferom,1.2749717336460331,1.269967619047619,1.279967619047619,1.1460066611934443,68326331.53954212,0.04845045531125498,0.0487191099272054,0.2355275694930816,0.0024467130043755647,0.0003843301049080315
ska_mid1_interferom,1.284971650535233,1.279967619047619,1.289967619047619,1.1735079876196726,68362768.95968226,0.04811774438618377,0.048284386423988225,0.2355275694930816,0.002477068618140895,0.0003812859636548689
ska_mid1_interferom,1.2949715690565256,1.289967619047619,1.299967619047619,1.2015298425899688,68399200.61691722,0.04752989647022155,0.047824723644178536,0.2355275694930816,0.0025076884913802964,0.0003782453891194368
ska_mid1_interferom,1.304971489170141,1.299967619047619,1.309967619047619,1.2299668845015257,68429562.99432592,0.04712682379063538,0.04738179494155897,0.2355275694930816,0.002538573898489814,0.00037527739251006333
ska_mid1_interferom,1.3149714108375186,1.309967619047619,1.319967619047619,1.2590243530373173,68465060.01077706,0.04676323496721478,0.046934686449638045,0.2355275694930816,0.0025616704127166224,0.0003734402733273881
ska_mid1_interferom,1.32497133402124,1.319967619047619,1.329967619047619,1.2884644038860096,68492493.07495087,0.04628846901659172,0.046504872575984915,0.2355275694930816,0.0025775516149574443,0.00037275113306302614
ska_mid1_interferom,1.334971258684994,1.329967619047619,1.339967619047619,1.3185375207063328,68522967.68588173,0.045808782817283,0.046114614997558784,0.2355275694930816,0.0025934088199063903,0.00037202042164265816
ska_mid1_interferom,1.3449711847935426,1.339967619047619,1.349967619047619,1.349408290246289,68560565.8047139,0.045368303521112166,0.04565509847339032,0.2355275694930816,0.0026092411441085623,0.00037128425006520345
ska_mid1_interferom,1.3549711123126835,1.349967619047619,1.359967619047619,1.3808730681072001,68592057.83571324,0.045035116856413565,0.045213121964731914,0.2355275694930816,0.0026250477036587217,0.0003705078865360997
ska_mid1_interferom,1.3649710412091978,1.359967619047619,1.369967619047619,1.4128188505363608,68610338.40887818,0.04476678209320477,0.04483401634700003,0.2355275694930816,0.0026561998248669327,0.00036761024200840397
ska_mid1_interferom,1.3749709714508327,1.369967619047619,1.379967619047619,1.445831568693612,68642859.79887444,0.04415706731178147,0.04440648020195571,0.2355275694930816,0.0026888611796877194,0.0003645251513573446
ska_mid1_interferom,1.384970903006268,1.379967619047619,1.3899676190476191,1.479678162389209,68676386.40218374,0.04376881558350125,0.04402042830246006,0.2355275694930816,0.00272180497405066,0.00036137022590185616
ska_mid1_interferom,1.3949708358450654,1.3899676190476191,1.3999676190476191,1.5140687535684445,68697716.5286425,0.04340022952161367,0.043676960675155654,0.2355275694930816,0.0027550325552115023,0.00035824586375383114
ska_mid1_interferom,1.4049707699376537,1.3999676190476191,1.409967619047619,1.5493093389006094,68722109.30757198,0.04305181422908695,0.04328440270841721,0.25367095566881387,0.002476298460789176,0.00036135088415588623
ska_mid1_interferom,1.4149707052553049,1.409967619047619,1.419967619047619,1.585360010801618,68748518.51719521,0.04265350316704545,0.04286483478200885,0.2355275694930816,0.0027828558234666537,0.00035701754699665153
ska_mid1_interferom,1.4249706417700834,1.419967619047619,1.429967619047619,1.6222734683759041,68781028.25542161,0.042298937555312464,0.042488407428793104,0.2355275694930816,0.0027872574055454453,0.00035753875112972885
ska_mid1_interferom,1.4349705794548349,1.429967619047619,1.439967619047619,1.65947176169835,68798301.20961693,0.04198922559510969,0.04215627631400869,0.2355275694930816,0.002791416444161455,0.0003581850427242025
